"Id","MSZoning","LotArea","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","MasVnrType","MasVnrArea","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","HeatingQC","Electrical","2ndFlrSF","GrLivArea","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","PoolQC","SaleCondition","SalePrice","stFlrSF","Baths"
304,"RL",9800,"Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story","5","7",1972,1972,"Gable","CompShg","None",0,"TA","TA","No","ALQ",894,"Unf",894,"TA","SBrkr",0,894,"TA",5,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Abnorml",149900,894,2
305,"RM",18386,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Fin","7","9",1880,2002,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",1470,"Ex","SBrkr",1818,3493,"Gd",10,"Typ",1,"Ex","Attchd","Unf",3,"TA","TA","Y","None","Normal",295000,1675,3
306,"RL",10386,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","8","5",2004,2005,"Gable","CompShg","Stone",246,"Gd","TA","No","GLQ",1464,"Unf",2000,"Ex","SBrkr",0,2000,"Gd",8,"Typ",0,"None","Attchd","Fin",3,"TA","TA","Y","None","Normal",305900,2000,3
307,"RL",13474,"Inside","Gtl","SawyerW","Feedr","Norm","1Fam","2Story","7","5",1990,1991,"Gable","CompShg","BrkFace",246,"Gd","TA","No","ALQ",700,"Unf",700,"Gd","SBrkr",1121,2243,"Gd",8,"Typ",1,"TA","Attchd","RFn",3,"TA","TA","Y","None","Normal",225000,1122,3.5
308,"RM",7920,"Inside","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin","6","7",1920,1950,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",319,"TA","FuseA",371,1406,"Fa",6,"Typ",0,"None","None","None",0,"None","None","N","None","Normal",89500,1035,1
309,"RL",12342,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","4","5",1940,1950,"Gable","CompShg","None",0,"TA","TA","No","BLQ",262,"Unf",861,"Ex","SBrkr",0,861,"TA",4,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",82500,861,1
310,"RL",12378,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","9","5",2003,2004,"Gable","CompShg","None",0,"Ex","TA","Gd","GLQ",1274,"Unf",1896,"Ex","SBrkr",0,1944,"Ex",8,"Typ",3,"Ex","Attchd","Fin",3,"TA","TA","Y","None","Normal",360000,1944,3
311,"RL",7685,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",1993,1994,"Gable","CompShg","BrkFace",112,"Gd","TA","No","ALQ",518,"Unf",697,"Gd","SBrkr",804,1501,"Gd",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",165600,697,2.5
312,"RL",8000,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","6",1948,2002,"Gable","CompShg","None",0,"TA","TA","No","ALQ",680,"Unf",972,"Ex","SBrkr",0,972,"TA",5,"Typ",1,"Gd","Detchd","Unf",1,"TA","TA","Y","None","Normal",132000,972,2
313,"RM",7800,"Inside","Gtl","OldTown","Artery","Norm","2fmCon","1.5Fin","5","7",1939,1950,"Gable","CompShg","None",0,"Gd","TA","Mn","Rec",507,"Unf",793,"TA","SBrkr",325,1118,"TA",5,"Typ",1,"Gd","Detchd","Unf",2,"TA","TA","Y","None","Normal",119900,793,2
314,"RL",215245,"Inside","Sev","Timber","Norm","Norm","1Fam","1Story","7","5",1965,1965,"Hip","CompShg","None",0,"Gd","TA","Gd","ALQ",1236,"Rec",2136,"TA","SBrkr",0,2036,"TA",8,"Typ",2,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",375000,2036,4
315,"RM",9600,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","7","7",1925,1990,"Gable","CompShg","None",0,"TA","Gd","No","LwQ",16,"Unf",728,"Ex","SBrkr",809,1641,"Ex",6,"Typ",1,"Gd","Detchd","Unf",2,"Fa","TA","Y","None","Normal",178000,832,2
316,"RL",7795,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",2004,2005,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",425,"Unf",716,"Ex","SBrkr",716,1432,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",188500,716,3.5
317,"RL",13005,"Corner","Gtl","NWAmes","Norm","Norm","1Fam","2Story","7","7",1980,1980,"Gable","CompShg","BrkFace",278,"Gd","TA","No","GLQ",692,"Unf",845,"TA","SBrkr",1200,2353,"Ex",10,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",260000,1153,3.5
318,"FV",9000,"Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","8","5",2006,2006,"Gable","CompShg","None",0,"Gd","TA","Av","Unf",0,"Unf",1088,"Ex","SBrkr",871,1959,"Gd",8,"Typ",1,"Gd","Attchd","RFn",3,"TA","TA","Y","None","Normal",270000,1088,2.5
319,"RL",9900,"Inside","Mod","NoRidge","Norm","Norm","1Fam","2Story","7","5",1993,1993,"Gable","CompShg","BrkFace",256,"Gd","TA","Gd","GLQ",987,"Unf",1347,"Ex","SBrkr",1274,2646,"Gd",9,"Typ",1,"TA","Attchd","RFn",3,"TA","TA","Y","None","Normal",260000,1372,3.5
320,"RL",14115,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl","7","5",1980,1980,"Gable","CompShg","BrkFace",225,"Gd","TA","Av","GLQ",1036,"Unf",1372,"TA","SBrkr",0,1472,"TA",6,"Typ",2,"TA","Attchd","Unf",2,"TA","TA","Y","None","Normal",187500,1472,3
321,"RL",16259,"Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story","9","5",2006,2006,"Gable","CompShg","Stone",370,"Ex","Gd","Av","Unf",0,"Unf",1249,"Ex","SBrkr",1347,2596,"Gd",9,"Typ",0,"None","Attchd","RFn",3,"TA","TA","Y","None","Partial",342643,1249,3.5
322,"RL",12099,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5",2004,2004,"Gable","CompShg","BrkFace",388,"Ex","TA","Av","GLQ",970,"Unf",1136,"Ex","SBrkr",1332,2468,"Gd",10,"Typ",1,"Gd","BuiltIn","Fin",3,"TA","TA","Y","None","Normal",354000,1136,3.5
323,"RL",10380,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5",1986,1987,"Gable","CompShg","BrkFace",172,"TA","TA","Gd","LwQ",28,"ALQ",1502,"Ex","SBrkr",1177,2730,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",301000,1553,3.5
324,"RM",5820,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","3","8",1955,2005,"Gable","CompShg","None",0,"TA","TA","No","ALQ",256,"Unf",1162,"Ex","SBrkr",0,1163,"TA",6,"Typ",0,"None","Attchd","Unf",1,"Fa","TA","Y","None","Normal",126175,1163,2
325,"RL",11275,"Corner","Gtl","NAmes","PosN","Norm","1Fam","SLvl","7","7",1967,2007,"Mansard","WdShake","BrkFace",300,"Gd","TA","No","Unf",0,"Unf",710,"Ex","SBrkr",1080,2978,"Gd",11,"Typ",1,"Gd","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",242000,1898,2.5
326,"RM",5000,"Inside","Gtl","IDOTRR","RRAe","Norm","1Fam","1.5Unf","5","6",1941,1950,"Gable","CompShg","None",0,"TA","TA","Av","BLQ",116,"Unf",720,"Po","FuseF",0,803,"TA",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",87000,803,1
327,"RL",10846,"CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story","8","5",1993,1993,"Gable","CompShg","None",0,"Gd","TA","Gd","GLQ",1619,"Unf",1719,"Ex","SBrkr",0,1719,"Gd",6,"Typ",2,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",324000,1719,3.5
328,"RL",11600,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","5",1960,1960,"Hip","CompShg","BrkFace",175,"TA","TA","No","Rec",565,"Unf",1383,"TA","SBrkr",0,1383,"TA",7,"Typ",0,"None","Attchd","RFn",1,"TA","TA","Y","None","Normal",145250,1383,1.5
329,"RL",11888,"Inside","Gtl","BrkSide","PosN","Norm","1Fam","2.5Unf","6","6",1916,1994,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",844,"Gd","FuseA",689,2134,"Gd",10,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",214500,1445,2
330,"RM",6402,"Corner","Gtl","IDOTRR","Norm","Norm","1Fam","2Story","5","5",1920,1950,"Gable","CompShg","None",0,"TA","TA","Mn","Unf",0,"Unf",596,"TA","SBrkr",596,1192,"TA",6,"Typ",0,"None","Detchd","Unf",1,"Fa","Fa","N","None","Normal",78000,596,1
331,"RL",10624,"Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story","5","4",1964,1964,"Gable","CompShg","BrkFace",84,"TA","TA","No","GLQ",40,"Rec",1728,"TA","SBrkr",0,1728,"TA",10,"Typ",0,"None","Detchd","Unf",1,"TA","TA","Y","None","Normal",119000,1728,2.5
332,"RL",8176,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","6",1958,1992,"Gable","CompShg","None",0,"TA","TA","No","Rec",846,"Unf",1056,"Fa","SBrkr",0,1056,"TA",6,"Typ",0,"None","Attchd","RFn",1,"TA","TA","Y","None","Normal",139000,1056,2
333,"RL",10655,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","8","5",2003,2004,"Gable","CompShg","BrkFace",296,"Gd","TA","No","GLQ",1124,"None",3206,"Ex","SBrkr",0,1629,"Gd",7,"Typ",1,"Gd","Attchd","RFn",3,"TA","TA","Y","None","Normal",284000,1629,3
334,"RM",8198,"FR3","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","7","5",2004,2004,"Gable","CompShg","Stone",146,"Gd","TA","Av","GLQ",720,"Unf",1358,"Ex","SBrkr",0,1358,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",207000,1358,3
335,"RL",9042,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",1998,1998,"Gable","CompShg","None",0,"Gd","TA","Gd","GLQ",828,"Unf",943,"Gd","SBrkr",695,1638,"TA",7,"Typ",2,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",192000,943,3.5
336,"RL",164660,"Corner","Sev","Timber","Norm","Norm","2fmCon","1.5Fin","5","6",1965,1965,"Gable","CompShg","None",0,"TA","TA","Gd","ALQ",1249,"BLQ",1499,"Ex","SBrkr",167,1786,"TA",7,"Typ",2,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",228950,1619,4
337,"RL",14157,"Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story","9","5",2005,2006,"Hip","CompShg","Stone",200,"Ex","TA","Gd","GLQ",1249,"Unf",1922,"Ex","SBrkr",0,1922,"Gd",8,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA","Y","None","Normal",377426,1922,3
338,"RL",9135,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2002,2003,"Gable","CompShg","BrkFace",113,"Gd","TA","Av","GLQ",810,"Unf",1536,"Ex","SBrkr",0,1536,"Gd",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",214000,1536,3
339,"RL",14145,"Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story","7","7",1984,1998,"Gable","CompShg","None",0,"Gd","TA","Mn","ALQ",213,"Unf",1208,"Ex","SBrkr",0,1621,"Gd",8,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",202500,1621,3
340,"RL",12400,"Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story","6","7",1958,1998,"Hip","CompShg","BrkFace",176,"TA","Fa","No","Rec",585,"Unf",1215,"TA","FuseA",0,1215,"TA",6,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",155000,1215,1
341,"RL",14191,"Inside","Gtl","Timber","Norm","Norm","1Fam","2Story","8","5",2002,2002,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",967,"Ex","SBrkr",915,1908,"Gd",9,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Normal",202900,993,2.5
342,"RH",8400,"Inside","Gtl","SawyerW","Feedr","Norm","1Fam","1Story","4","4",1950,1950,"Gable","CompShg","None",0,"TA","Fa","No","Unf",0,"Unf",721,"Gd","SBrkr",0,841,"TA",4,"Typ",0,"None","CarPort","Unf",1,"TA","TA","N","None","Normal",82000,841,1
343,"RL",8544,"Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story","3","4",1949,1950,"Gable","CompShg","BrkFace",340,"None","None","None","None",0,"None",0,"Fa","FuseA",0,1040,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",87500,1040,2
344,"RL",8849,"Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","9","5",2005,2005,"Hip","CompShg","BrkFace",616,"Ex","TA","No","GLQ",28,"Unf",1684,"Ex","SBrkr",0,1684,"Ex",6,"Typ",1,"Ex","Attchd","RFn",2,"TA","TA","Y","None","Normal",266000,1684,2
345,"RM",2592,"Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","2Story","5","3",1976,1976,"Gable","CompShg","None",0,"Gd","TA","No","Rec",129,"BLQ",536,"TA","SBrkr",576,1112,"TA",4,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",85000,536,1.5
346,"RL",6435,"Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin","6","5",1939,1950,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",972,"Gd","SBrkr",605,1577,"Fa",6,"Typ",1,"Gd","Detchd","Unf",1,"TA","TA","Y","None","Normal",140200,972,1
347,"RL",12772,"CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","8",1960,1998,"Hip","CompShg","None",0,"TA","TA","Mn","BLQ",498,"Unf",958,"TA","SBrkr",0,958,"TA",5,"Typ",0,"None","Attchd","RFn",1,"TA","TA","Y","None","Normal",151500,958,1
348,"RL",17600,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","5",1960,1960,"Gable","CompShg","BrkFace",30,"TA","TA","No","BLQ",1270,"Unf",1478,"Ex","FuseA",0,1478,"TA",6,"Typ",2,"Gd","Attchd","Unf",2,"TA","TA","Y","None","Normal",157500,1478,3
349,"RL",2448,"Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story","7","5",2003,2004,"Gable","CompShg","Stone",106,"Gd","TA","No","GLQ",573,"Unf",764,"Ex","SBrkr",862,1626,"Gd",6,"Typ",0,"None","BuiltIn","RFn",2,"TA","TA","Y","None","Normal",154000,764,3.5
350,"RL",20431,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","9","5",2005,2006,"Hip","CompShg","BrkFace",870,"Ex","TA","No","GLQ",1410,"Unf",1848,"Ex","SBrkr",880,2728,"Ex",10,"Typ",2,"Ex","Attchd","Fin",3,"TA","TA","Y","None","Partial",437154,1848,3.5
351,"RL",7820,"Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story","9","5",2007,2007,"Hip","CompShg","BrkFace",362,"Ex","TA","No","Unf",0,"Unf",1869,"Ex","SBrkr",0,1869,"Ex",6,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Partial",318061,1869,2
352,"RL",5271,"Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story","7","5",1986,1986,"Gable","CompShg","None",0,"Gd","TA","Gd","GLQ",1082,"Unf",1453,"Gd","SBrkr",0,1453,"Gd",6,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Abnorml",190000,1453,2.5
353,"RL",9084,"Inside","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin","5","6",1941,1950,"Gable","CompShg","None",0,"TA","Fa","Mn","LwQ",236,"Rec",616,"TA","SBrkr",495,1111,"TA",5,"Typ",0,"None","Detchd","Unf",1,"TA","Fa","Y","None","Normal",95000,616,1.5
354,"RM",8520,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","6","8",1928,2003,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",624,"Gd","SBrkr",0,720,"TA",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",105900,720,1
355,"RL",8400,"Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin","6","5",1940,2000,"Gable","CompShg","None",0,"TA","TA","No","LwQ",388,"Unf",940,"Ex","SBrkr",403,1595,"TA",6,"Typ",2,"Gd","Attchd","Unf",1,"TA","TA","Y","None","Normal",140000,1192,1
356,"RL",11249,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","6","5",1995,1995,"Gable","CompShg","None",0,"Gd","Gd","No","ALQ",334,"BLQ",1200,"Ex","SBrkr",0,1200,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",177500,1200,3
357,"RL",9248,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story","6","6",1992,1992,"Gable","CompShg","BrkFace",106,"Gd","TA","No","GLQ",560,"Unf",1158,"Gd","SBrkr",0,1167,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",173000,1167,3
358,"RM",4224,"Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story","5","5",1976,1976,"Gable","CompShg","None",0,"Gd","TA","No","ALQ",874,"Unf",1142,"TA","SBrkr",0,1142,"TA",6,"Typ",1,"Po","Attchd","Fin",2,"TA","TA","Y","None","Normal",134000,1142,2.5
359,"RL",6930,"Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl","5","4",1958,1958,"Hip","CompShg","BrkFace",120,"TA","TA","Av","BLQ",300,"Rec",1062,"Ex","FuseF",0,1352,"Gd",6,"Min2",0,"None","BuiltIn","Unf",1,"TA","TA","Y","None","Abnorml",130000,1352,1.5
360,"RL",12011,"CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story","8","5",1998,1998,"Gable","CompShg","BrkFace",530,"Gd","TA","Av","GLQ",956,"Unf",1086,"Ex","SBrkr",838,1924,"Gd",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",280000,1086,3.5
361,"RL",7540,"CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer","6","6",1978,1978,"Gable","CompShg","None",0,"Gd","TA","Av","GLQ",773,"Unf",888,"Ex","SBrkr",0,912,"TA",5,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",156000,912,2
362,"RL",9144,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","5",1940,1982,"Gable","CompShg","None",0,"TA","TA","No","Rec",399,"Unf",883,"Gd","SBrkr",517,1505,"TA",8,"Typ",0,"None","Detchd","Unf",1,"TA","TA","N","None","Normal",145000,988,2
363,"RL",7301,"Corner","Gtl","Edwards","Norm","Norm","1Fam","SFoyer","7","5",2003,2003,"Gable","CompShg","BrkFace",500,"None","None","None","None",0,"None",0,"Ex","SBrkr",1427,1922,"Gd",7,"Typ",1,"Ex","BuiltIn","RFn",2,"TA","TA","Y","None","Normal",198500,495,3
364,"RM",1680,"Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story","6","8",1972,2007,"Gable","CompShg","BrkFace",510,"TA","TA","No","ALQ",162,"Unf",483,"Gd","SBrkr",504,987,"Gd",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA","Y","None","Normal",118000,483,1.5
365,"RL",18800,"FR2","Gtl","NWAmes","Norm","Norm","1Fam","2Story","6","5",1976,1976,"Gable","CompShg","BrkFace",120,"Gd","TA","Mn","GLQ",712,"Unf",796,"TA","SBrkr",784,1574,"TA",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",190000,790,3.5
366,"RM",10690,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story","5","7",1920,1997,"Hip","CompShg","None",0,"TA","Fa","No","Rec",456,"Unf",672,"Gd","FuseA",672,1344,"TA",6,"Typ",0,"None","Detchd","Unf",1,"TA","Fa","Y","None","Normal",147000,672,1
367,"RL",9500,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","5",1963,1963,"Gable","CompShg","BrkFace",247,"Gd","TA","No","BLQ",609,"Unf",1394,"Gd","SBrkr",0,1394,"TA",6,"Typ",2,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",159000,1394,2.5
368,"RL",9150,"Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl","6","5",1962,1962,"Gable","Tar&Grv","BrkFace",305,"Gd","TA","Gd","GLQ",371,"Unf",1099,"Gd","SBrkr",0,1431,"TA",6,"Typ",1,"Gd","Basment","RFn",1,"TA","TA","Y","None","Normal",165000,1431,1.5
369,"RL",7800,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","6",1954,1954,"Gable","CompShg","BrkFace",200,"TA","TA","No","LwQ",540,"Unf",1268,"Gd","SBrkr",0,1268,"TA",7,"Typ",1,"Gd","Attchd","Fin",1,"TA","TA","Y","None","Normal",132000,1268,1
370,"RL",9830,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7",1959,2006,"Gable","CompShg","None",0,"TA","TA","No","ALQ",72,"Rec",1063,"Ex","SBrkr",0,1287,"Gd",7,"Typ",1,"Gd","Detchd","Fin",2,"TA","TA","Y","None","Normal",162000,1287,2
371,"RL",8121,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",2000,2000,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",953,"Ex","SBrkr",711,1664,"TA",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",172400,953,2.5
372,"RL",17120,"Inside","Gtl","ClearCr","Feedr","Norm","1Fam","1.5Fin","4","4",1959,1959,"Gable","CompShg","None",0,"None","None","None","None",0,"None",0,"TA","SBrkr",468,1588,"TA",7,"Min2",1,"Gd","Detchd","Fin",2,"TA","TA","N","None","Normal",134432,1120,2
373,"RL",7175,"Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story","6","5",1984,1984,"Gable","CompShg","None",0,"Gd","TA","No","ALQ",623,"LwQ",744,"TA","SBrkr",0,752,"TA",4,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",125000,752,2
374,"RL",10634,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","6",1953,1953,"Gable","CompShg","None",0,"TA","TA","No","BLQ",428,"LwQ",608,"TA","SBrkr",0,1319,"TA",5,"Min2",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",123000,1319,2
375,"RL",8200,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",2003,2004,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",847,"Ex","SBrkr",1081,1928,"Gd",8,"Typ",1,"Gd","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",219500,847,2.5
376,"RL",10020,"Inside","Sev","Edwards","Norm","Norm","1Fam","1Story","1","1",1922,1950,"Gable","CompShg","None",0,"Fa","Po","Gd","BLQ",350,"Unf",683,"Gd","FuseA",0,904,"Fa",4,"Maj1",0,"None","None","None",0,"None","None","Y","None","Normal",61000,904,1.5
377,"RL",8846,"CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","SFoyer","5","5",1996,1996,"Gable","CompShg","None",0,"Gd","TA","Av","GLQ",298,"Unf",870,"Ex","SBrkr",0,914,"TA",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",148000,914,1
378,"FV",11143,"Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story","8","5",2004,2005,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",1580,"Ex","SBrkr",886,2466,"Gd",8,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",340000,1580,3
379,"RL",11394,"Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story","9","2",2010,2010,"Hip","CompShg","Stone",350,"Ex","TA","Av","GLQ",1445,"Unf",1856,"Ex","SBrkr",0,1856,"Ex",8,"Typ",1,"Ex","Attchd","Fin",3,"TA","TA","Y","None","Partial",394432,1856,2.5
380,"RL",8123,"Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story","6","5",2000,2000,"Gable","CompShg","BrkFace",16,"Gd","TA","No","Unf",0,"Unf",982,"Ex","SBrkr",793,1800,"TA",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",179000,1007,2.5
381,"RL",5000,"Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin","5","6",1924,1950,"Gable","CompShg","None",0,"TA","TA","No","LwQ",218,"Unf",1026,"TA","SBrkr",665,1691,"Gd",6,"Typ",1,"Gd","Detchd","Unf",1,"TA","TA","Y","None","Normal",127000,1026,2
382,"FV",7200,"Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story","7","5",2006,2006,"Gable","CompShg","None",0,"Gd","Gd","No","Unf",0,"Unf",1293,"Ex","SBrkr",0,1301,"Gd",5,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Partial",187750,1301,3
383,"RL",9245,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",2006,2006,"Gable","CompShg","None",0,"Gd","TA","Av","Unf",0,"Unf",939,"Ex","SBrkr",858,1797,"Gd",8,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",213500,939,2.5
384,"RH",9000,"Corner","Gtl","SawyerW","Norm","Norm","1Fam","1.5Unf","6","3",1928,1950,"Gable","CompShg","None",0,"Fa","Fa","No","Unf",0,"Unf",784,"TA","FuseA",0,784,"TA",5,"Typ",0,"None","Detchd","Unf",2,"Fa","Fa","N","None","Normal",76000,784,1
385,"RL",53107,"Corner","Mod","ClearCr","Feedr","Norm","1Fam","2Story","6","5",1992,1992,"Gable","CompShg","None",0,"Gd","TA","Av","GLQ",985,"Unf",1580,"Ex","SBrkr",874,1953,"Gd",9,"Typ",2,"Fa","Attchd","Fin",2,"TA","TA","Y","None","Normal",240000,1079,3.5
386,"RL",3182,"Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story","8","5",2004,2005,"Gable","CompShg","BrkFace",16,"Gd","TA","No","GLQ",24,"Unf",1256,"Ex","SBrkr",0,1269,"Gd",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",192000,1269,2
387,"RL",8410,"FR2","Gtl","Edwards","Feedr","Norm","1Fam","1.5Fin","5","3",1910,1996,"Gambrel","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",658,"TA","SBrkr",526,1184,"TA",8,"Typ",0,"None","None","None",0,"None","None","N","None","AdjLand",81000,658,1
